"name","type","dia_chi_cha"
"xã Gia Đông","1","Huyện Thuận Thành"
"xã Hà Mãn","1","Huyện Thuận Thành"
"xã Hoài Thượng","1","Huyện Thuận Thành"
"xã Mão Điền","1","Huyện Thuận Thành"
"xã Nghĩa Đạo","1","Huyện Thuận Thành"
"xã Ngũ Thái","1","Huyện Thuận Thành"
"xã Nguyệt Đức","1","Huyện Thuận Thành"
"xã Ninh Xá ","1","Huyện Thuận Thành"
"xã Song Hồ","1","Huyện Thuận Thành"
"xã Song Liễu","1","Huyện Thuận Thành"
"xã Thanh Khương","1","Huyện Thuận Thành"
"xã Trạm Lộ","1","Huyện Thuận Thành"
"xã Trí Quả","1","Huyện Thuận Thành"
"xã Xuân Lâm","1","Huyện Thuận Thành"
"Thị Trấn Long Điền","1","Huyện Long Điền"
"Thị Trấn Long Hải","1","Huyện Long Điền"
"Xã An Ngãi","1","Huyện Long Điền"
"Xã An Nhứt","1","Huyện Long Điền"
"Xã Phước Hưng","1","Huyện Long Điền"
"Xã Phước Tỉnh","1","Huyện Long Điền"
" Xã Tam Phước","1","Huyện Long Điền"
"Thị Trấn Đất Đỏ","1","Huyện Đất Đỏ"
"Thị trấn Phước Hải","1","Huyện Đất Đỏ"
"Xã Láng Dài ","1","Huyện Đất Đỏ"
"Xã Long Mỹ ","1","Huyện Đất Đỏ"
"Xã Long Tân","1","Huyện Đất Đỏ"
"Xã Lộc An","1","Huyện Đất Đỏ"
"Xã Phước Hội ","1","Huyện Đất Đỏ"
"Xã Phước Long Thọ","1","Huyện Đất Đỏ"
"xã Đông Hòa","1","Huyện Đông Sơn"
"Bỏ-Nguyễn Đức Cảnh","1","Hoàng Mai"
"Bỏ-Lương Khánh Thiện","1","Hoàng Mai"
"Bỏ_Phường Hiệp Bình Phước","1","Quận Thủ Đức"
"kho số 6 - số 58 đường tố hữu - p trung văn - quận nam từ liêm- HN","1","Từ Liêm"
"kho số 6 - số 58 đường tố hữu - phường trung văn - quận nam từ liêm","1","Từ Liêm"
"Xã Cà Ná","1","Huyện Thuận Nam"
"Xã Nhị Hà","1","Huyện Thuận Nam"
"Xã Phước Diêm","1","Huyện Thuận Nam"
"Xã Phước Dinh","1","Huyện Thuận Nam"
"Xã Phước Hà","1","Huyện Thuận Nam"
"Xã Phước Minh","1","Huyện Thuận Nam"
"Xã Phước Nam","1","Huyện Thuận Nam"
"Xã Phước Ninh","1","Huyện Thuận Nam"
"Xã Bắc Phong","1","Huyện Thuận Bắc"
"Xã Bắc Sơn","1","Huyện Thuận Bắc"
"Xã Công Hải","1","Huyện Thuận Bắc"
"Xã Lợi Hải ","1","Huyện Thuận Bắc"
"Xã Phước Chiến","1","Huyện Thuận Bắc"
"Xã Phước Kháng","1","Huyện Thuận Bắc"
"Thị Trấn Tầm Vu","1","Huyện Châu Thành"
"Xã An Lục Long","1","Huyện Châu Thành"
"Xã Bình Quới","1","Huyện Châu Thành"
"Xã Dương Xuân Hội","1","Huyện Châu Thành"
"Xã Hiệp Thạnh","1","Huyện Châu Thành"
"Xã Hoà Phú","1","Huyện Châu Thành"
"Xã Long Trì ","1","Huyện Châu Thành"
"Xã Phú Ngãi Trị","1","Huyện Châu Thành"
"Xã Phước Tân Hưng","1","Huyện Châu Thành"
"Xã Vĩnh Công","1","Huyện Châu Thành"
"Xã Bình Trinh Đông","1","Huyện Tân Trụ"
"Xã An Hòa","1","Huyện Châu Thành"
"Xã Bình Hòa","1","Huyện Châu Thành"
"Xã Bình Thạnh","1","Huyện Châu Thành"
"Xã Cần Đăng","1","Huyện Châu Thành"
"Xã Hòa Bình Thạnh","1","Huyện Châu Thành"
"Xã Tân Phú","1","Huyện Châu Thành"
"Xã Vĩnh An","1","Huyện Châu Thành"
"Xã Vĩnh Bình","1","Huyện Châu Thành"
"Xã Vĩnh Hanh","1","Huyện Châu Thành"
"Xã Vĩnh Lợi","1","Huyện Châu Thành"
"Xã Vĩnh Nhuận","1","Huyện Châu Thành"
"Xã Vĩnh Thành","1","Huyện Châu Thành"
"Thị trấn Mỹ Luông","1","Huyện Chợ Mới"
"Thị trấn Chợ Mới","1","Huyện Chợ Mới"
"Xã An Thạnh Trung","1","Huyện Chợ Mới"
"Xã Bình Phước Xuân","1","Huyện Chợ Mới"
"Xã Hòa An","1","Huyện Chợ Mới"
"Xã Hòa Bình","1","Huyện Chợ Mới"
"Xã Hội An","1","Huyện Chợ Mới"
"Xã Kiến An","1","Huyện Chợ Mới"
"Xã Kiến Thành ","1","Huyện Chợ Mới"
"Xã Long Điền A ","1","Huyện Chợ Mới"
"Xã Long Điền B","1","Huyện Chợ Mới"
"Xã Long Giang ","1","Huyện Chợ Mới"
"Xã Long Kiến","1","Huyện Chợ Mới"
"Xã Mỹ An","1","Huyện Chợ Mới"
"Xã Mỹ Hiệp","1","Huyện Chợ Mới"
"Xã Mỹ Hội Đông","1","Huyện Chợ Mới"
"Xã Nhơn Mỹ","1","Huyện Chợ Mới"
"Xã Tấn Mỹ","1","Huyện Chợ Mới"
"Thị trấn Núi Sập","1","Huyện Thoại Sơn"
"Thị trấn Phú Hòa","1","Huyện Thoại Sơn"
"Thị trấn Óc Eo","1","Huyện Thoại Sơn"
"Xã An Bình","1","Huyện Thoại Sơn"
"Xã Bình Thành","1","Huyện Thoại Sơn"
"Xã Định Mỹ ","1","Huyện Thoại Sơn"
"Xã Định Thành","1","Huyện Thoại Sơn"
"Xã Mỹ Phú Đông","1","Huyện Thoại Sơn"
"Xã Phú Thuận","1","Huyện Thoại Sơn"
"Xã Tây Phú","1","Huyện Thoại Sơn"
"Xã Thoại Giang","1","Huyện Thoại Sơn"
"Xã Vĩnh Chánh","1","Huyện Thoại Sơn"
"Xã Vĩnh Khánh","1","Huyện Thoại Sơn"
"Xã Vĩnh Phú","1","Huyện Thoại Sơn"
"Xã Vĩnh Trạch","1","Huyện Thoại Sơn"
"Xã Vọng Đông","1","Huyện Thoại Sơn"
"Xã Vọng Thê","1","Huyện Thoại Sơn"
"Thị trấn Tân Phú","1","Huyện Đồng Phú"
"Xã Đồng Tâm","1","Huyện Đồng Phú"
"Xã Đồng Tiến","1","Huyện Đồng Phú"
"Xã Tân Hòa","1","Huyện Đồng Phú"
"Xã Tân Hưng","1","Huyện Đồng Phú"
"Xã Tân Lập","1","Huyện Đồng Phú"
"Xã Tân Lợi","1","Huyện Đồng Phú"
"Xã Tân Phước","1","Huyện Đồng Phú"
"Xã Tân Tiến","1","Huyện Đồng Phú"
"Xã Thuận Lợi","1","Huyện Đồng Phú"
"Xã Thuận Phú","1","Huyện Đồng Phú"
"Xã Bình Sơn","1","Phú Riềng"
"Xã Bình Tân","1","Phú Riềng"
"Xã Bù Nho","1","Phú Riềng"
"Xã Long Bình","1","Phú Riềng"
"Xã Long Hà","1","Phú Riềng"
"Xã Long Hưng","1","Phú Riềng"
"Xã Long Tân","1","Phú Riềng"
"Xã Phú Trung","1","Phú Riềng"
"Xã Phước Tân","1","Phú Riềng"
"Thị trấn Phú Riềng","1","Phú Riềng"
"Thị trấn Lạc Dương","1","Huyện Lạc Dương"
"Xã Đạ Chais","1","Huyện Lạc Dương"
"Xã Đa Nhim","1","Huyện Lạc Dương"
"Xã Đạ Sar","1","Huyện Lạc Dương"
"Xã Đưng Knớ","1","Huyện Lạc Dương"
"Xã Lát","1","Huyện Lạc Dương"
"Thị trấn Đinh Văn","1","Huyện Lâm Hà"
"Xã Nam Ban","1","Huyện Lâm Hà"
"Xã Đan Phượng","1","Huyện Lâm Hà"
"Xã Đông Thanh","1","Huyện Lâm Hà"
"Xã Gia Lâm","1","Huyện Lâm Hà"
"Xã Hoài Đức","1","Huyện Lâm Hà"
"Xã Liên Hà","1","Huyện Lâm Hà"
"Xã Mê Linh","1","Huyện Lâm Hà"
"Xã Nam Hà ","1","Huyện Lâm Hà"
"Xã Phi Tô","1","Huyện Lâm Hà"
"Xã Phú Sơn","1","Huyện Lâm Hà"
"Xã Phúc Thọ","1","Huyện Lâm Hà"
"Xã Tân Hà","1","Huyện Lâm Hà"
"Xã Tân Thanh","1","Huyện Lâm Hà"
"Xã Tân Văn","1","Huyện Lâm Hà"
"Xã Đạ Đờn","1","Huyện Lâm Hà"
"Thị trấn Phú Hòa","1","Huyện Chư Păh"
"Thị trấn Ia Ly","1","Huyện Chư Păh"
"Xã Chư Đăng Ya","1","Huyện Chư Păh"
"Xã Chư Jôr","1","Huyện Chư Păh"
"Xã Đăk Tơ Ver","1","Huyện Chư Păh"
"Xã Hà Tây","1","Huyện Chư Păh"
"Xã Hòa Phú","1","Huyện Chư Păh"
"Xã Ia Ka","1","Huyện Chư Păh"
"Xã Ia Khươl","1","Huyện Chư Păh"
"Xã Ia Mơ Nông","1","Huyện Chư Păh"
"Xã Ia Phí ","1","Huyện Chư Păh"
"Xã Nghĩa Hòa ","1","Huyện Chư Păh"
"Xã Nghĩa Hưng ","1","Huyện Chư Păh"
"Xã Ia Kreng ","1","Huyện Chư Păh"
"Xã Ia Nhin","1","Huyện Chư Păh"
"Thị trấn Chư Sê","1","Huyện Chư Sê"
"Xã Al Bá","1","Huyện Chư Sê"
"Xã Ayun","1","Huyện Chư Sê"
"Xã Bar Măih","1","Huyện Chư Sê"
"Xã Bờ Ngoong","1","Huyện Chư Sê"
"Xã Chư Pơng","1","Huyện Chư Sê"
"Xã Dun","1","Huyện Chư Sê"
"Xã Hbông","1","Huyện Chư Sê"
"Xã Ia Blang","1","Huyện Chư Sê"
"Xã Ia Glai","1","Huyện Chư Sê"
"Xã Ia Hlốp","1","Huyện Chư Sê"
"Xã Ia Ko","1","Huyện Chư Sê"
"Xã Ia Pal","1","Huyện Chư Sê"
"Xã Ia Tiêm","1","Huyện Chư Sê"
"Xã Kông Htok","1","Huyện Chư Sê"
"Thị trấn Đắk Đoa","1","Huyện Đăk Đoa"
"Xã A Dơk","1","Huyện Đăk Đoa"
"Xã Đắk Sơ Mei","1","Huyện Đăk Đoa"
"Xã Đak Krong","1","Huyện Đăk Đoa"
"Xã GLar ","1","Huyện Đăk Đoa"
"Xã H' Neng","1","Huyện Đăk Đoa"
"Xã Hà Bầu","1","Huyện Đăk Đoa"
"Xã Hà Đông","1","Huyện Đăk Đoa"
"Xã Hải Yang ","1","Huyện Đăk Đoa"
"Xã HNol ","1","Huyện Đăk Đoa"
"Xã Kon Gang","1","Huyện Đăk Đoa"
"Xã Tân Bình ","1","Huyện Đăk Đoa"
"Xã Trang","1","Huyện Đăk Đoa"
"Xã Ia Băng","1","Huyện Đăk Đoa"
"Xã Ia Pết ","1","Huyện Đăk Đoa"
"Xã K'Dang","1","Huyện Đăk Đoa"
"Xã Nam Yang","1","Huyện Đăk Đoa"
"Thị trấn Ia Kha","1","Huyện Ia Grai"
"Xã Ia Bă","1","Huyện Ia Grai"
"Xã Ia Chia","1","Huyện Ia Grai"
"Xã Ia Dêr","1","Huyện Ia Grai"
"Xã Ia Grăng","1","Huyện Ia Grai"
"Xã Ia Hrung","1","Huyện Ia Grai"
"Xã Ia Khai ","1","Huyện Ia Grai"
"Xã Ia KRai ","1","Huyện Ia Grai"
"Xã Ia O","1","Huyện Ia Grai"
"Xã Ia Pếch","1","Huyện Ia Grai"
"Xã Ia Sao","1","Huyện Ia Grai"
"Xã Ia Tô ","1","Huyện Ia Grai"
"Xã Ia Yok","1","Huyện Ia Grai"
"Thị trấn Đắk Hà","1","Huyện Đắk Hà"
"Xã Ngok Réo","1","Huyện Đắk Hà"
"Xã Ngok Wang","1","Huyện Đắk Hà"
"Xã Đắk HRing","1","Huyện Đắk Hà"
"Xã Đắk La","1","Huyện Đắk Hà"
"Xã  Đắk Mar","1","Huyện Đắk Hà"
"Xã Đắk PXi ","1","Huyện Đắk Hà"
"Xã Đắk Ui","1","Huyện Đắk Hà"
"Xã Hà Mòn","1","Huyện Đắk Hà"
"Xã Đắk Ngọk","1","Huyện Đắk Hà"
"Xã Đắk Long","1","Huyện Đắk Hà"
"Thị trấn Sa Thầy","1","Huyện Sa Thầy"
"Xã Hơ Moong","1","Huyện Sa Thầy"
"Xã Mô Rai","1","Huyện Sa Thầy"
"Xã Rơ Kơi","1","Huyện Sa Thầy"
"Xã Sa Bình","1","Huyện Sa Thầy"
"Xã Sa Nghĩa","1","Huyện Sa Thầy"
"Xã Sa Nhơn ","1","Huyện Sa Thầy"
"Xã Sa Sơn","1","Huyện Sa Thầy"
"Xã Ya Ly","1","Huyện Sa Thầy"
"Xã Ya Tăng","1","Huyện Sa Thầy"
"Xã Ya Xiêr","1","Huyện Sa Thầy"
"Xã Quảng Khê","1","Huyện Đắk GLong"
"Xã Quảng Sơn","1","Huyện Đắk GLong"
"Xã Quảng Hòa","1","Huyện Đắk GLong"
"Xã Đắk Ha","1","Huyện Đắk GLong"
"Xã Đắk Som","1","Huyện Đắk GLong"
"Xã Đắk R'Măng","1","Huyện Đắk GLong"
"Xã Đắk Plao","1","Huyện Đắk GLong"
"Thị trấn Kiến Đức","1","Huyện Đắk RLấp"
"Xã Đắk Ru","1","Huyện Đắk RLấp"
"Xã Đắk Sin","1","Huyện Đắk RLấp"
"Xã Đắk Wer","1","Huyện Đắk RLấp"
"Xã Đạo Nghĩa","1","Huyện Đắk RLấp"
"Xã Hưng Bình","1","Huyện Đắk RLấp"
"Xã Kiến Thành","1","Huyện Đắk RLấp"
"Xã Nghĩa Thắng","1","Huyện Đắk RLấp"
"Xã Nhân Cơ","1","Huyện Đắk RLấp"
"Xã Nhân Đạo","1","Huyện Đắk RLấp"
"Xã Quảng Tín","1","Huyện Đắk RLấp"
"Xã Đông Hòa ","1","Huyện Châu Thành"
"Xã Hữu Đạo","1","Huyện Châu Thành"
"Xã Kim Sơn","1","Huyện Châu Thành"
"Xã Long An","1","Huyện Châu Thành"
"Xã Long Định","1","Huyện Châu Thành"
"Xã Long Hưng","1","Huyện Châu Thành"
"Xã Nhị Bình","1","Huyện Châu Thành"
" Xã Phú Phong","1","Huyện Châu Thành"
"Xã Song Thuận","1","Huyện Châu Thành"
"Xã Tam Hiệp ","1","Huyện Châu Thành"
"Xã Tân Hội Đông","1","Huyện Châu Thành"
"Xã Tân Hương","1","Huyện Châu Thành"
"Xã Tân Lý Đông","1","Huyện Châu Thành"
"Xã Tân Lý Tây ","1","Huyện Châu Thành"
"Xã Thân Cửu Nghĩa","1","Huyện Châu Thành"
"Xã Thạnh Phú ","1","Huyện Châu Thành"
"Xã Vĩnh Kim","1","Huyện Châu Thành"
"Thị trấn Chợ Gạo","1","Huyện Chợ Gạo"
"Xã Nam Yên","1","Huyện An Biên"
"Xã Tây Yên A","1","Huyện An Biên"
"Thị trấn Minh Lương","1","Huyện Châu Thành"
"Xã Bình An","1","Huyện Châu Thành"
"Xã Giục Tượng","1","Huyện Châu Thành"
"Xã Minh Hòa","1","Huyện Châu Thành"
"Xã Mong Thọ","1","Huyện Châu Thành"
"Xã Mong Thọ A","1","Huyện Châu Thành"
"Xã Mong Thọ B","1","Huyện Châu Thành"
"Xã Thạnh Lộc","1","Huyện Châu Thành"
"Xã Vĩnh Hòa Hiệp","1","Huyện Châu Thành"
"Xã Vĩnh Hòa Phú","1","Huyện Châu Thành"
"Thị trấn Hòn Đất ","1","Huyện Hòn Đất"
"Thị trấn Sóc Sơn","1","Huyện Hòn Đất"
"Xã Bình Giang","1","Huyện Hòn Đất"
"Xã Bình Sơn","1","Huyện Hòn Đất"
"Xã Lình Huỳnh","1","Huyện Hòn Đất"
"Xã Mỹ Hiệp Sơn","1","Huyện Hòn Đất"
"Xã Mỹ Lâm","1","Huyện Hòn Đất"
"Xã Mỹ Phước","1","Huyện Hòn Đất"
"Xã Mỹ Thái","1","Huyện Hòn Đất"
"Xã Mỹ Thuận","1","Huyện Hòn Đất"
"Xã Nam Thái Sơn","1","Huyện Hòn Đất"
"Xã Sơn Bình","1","Huyện Hòn Đất"
"Xã Sơn Kiên","1","Huyện Hòn Đất"
"Xã Thổ Sơn","1","Huyện Hòn Đất"
"Hưng Thành","1","Huyện Vĩnh Lợi"
"Thị trấn Hòa Thành","1","Huyện Hòa Thành"
"Xã Hiệp Tân","1","Huyện Hòa Thành"
"Xã Long Thành Bắc","1","Huyện Hòa Thành"
"Xã Long Thành Nam","1","Huyện Hòa Thành"
"Xã Long Thành Trung","1","Huyện Hòa Thành"
"Xã Trường Đông","1","Huyện Hòa Thành"
"Xã Trường Hòa","1","Huyện Hòa Thành"
"Xã Trường Tây","1","Huyện Hòa Thành"
"Thị trấn Châu Thành","1","Huyện Châu Thành"
"Xã An Bình","1","Huyện Châu Thành"
"Xã An Cơ","1","Huyện Châu Thành"
"Xã Biên Giới","1","Huyện Châu Thành"
"Xã Đồng Khởi","1","Huyện Châu Thành"
"Xã Hảo Đước","1","Huyện Châu Thành"
"Xã Hòa Hội","1","Huyện Châu Thành"
"Xã Hòa Thạnh","1","Huyện Châu Thành"
"Xã Long Vĩnh","1","Huyện Châu Thành"
"Xã Ninh Điền","1","Huyện Châu Thành"
"Xã Phước Vinh","1","Huyện Châu Thành"
"Xã Thái Bình","1","Huyện Châu Thành"
"Xã Thanh Điền","1","Huyện Châu Thành"
"Xã Thành Long","1","Huyện Châu Thành"
"Xã Trí Bình","1","Huyện Châu Thành"
"Thị trấn Dương Minh Châu","1","Huyện Dương Minh Châu"
"Xã Bàu Năng","1","Huyện Dương Minh Châu"
"Xã Bến Củi","1","Huyện Dương Minh Châu"
"Xã Cầu Khởi ","1","Huyện Dương Minh Châu"
"Xã Chà Là","1","Huyện Dương Minh Châu"
"Xã Lộc Ninh","1","Huyện Dương Minh Châu"
"Xã Phan","1","Huyện Dương Minh Châu"
"Xã Phước Minh","1","Huyện Dương Minh Châu"
"Xã Phước Ninh","1","Huyện Dương Minh Châu"
"Xã Suối Đá","1","Huyện Dương Minh Châu"
"Xã Truông Mít","1","Huyện Dương Minh Châu"
"Xã Cư Êwi","1","Huyện Cư Kuin"
"Xã Dray Bhăng","1","Huyện Cư Kuin"
"Xã Ea Bhôk","1","Huyện Cư Kuin"
"Xã Ea Hu","1","Huyện Cư Kuin"
"Xã Ea Ktur","1","Huyện Cư Kuin"
"Xã Ea Ning","1","Huyện Cư Kuin"
"Xã Ea Tiêu","1","Huyện Cư Kuin"
"Xã Hòa Hiệp","1","Huyện Cư Kuin"
"Thị trấn Quảng Phú","1","Huyện Cư M'gar"
"Thị trấn Ea Pốk","1","Huyện Cư M'gar"
"Xã Cư Dliê M'nông","1","Huyện Cư M'gar"
"Xã Cư Mgar","1","Huyện Cư M'gar"
"Xã Cư Suê","1","Huyện Cư M'gar"
"Xã Cuôr Đăng","1","Huyện Cư M'gar"
"Xã Ea Drơng","1","Huyện Cư M'gar"
"Xã Ea H'đinh","1","Huyện Cư M'gar"
"Xã Ea Kiết","1","Huyện Cư M'gar"
"Xã Ea Kpam","1","Huyện Cư M'gar"
"Xã Ea Kuêh","1","Huyện Cư M'gar"
"Xã Ea M'dróh","1","Huyện Cư M'gar"
"Xã Ea M'nang","1","Huyện Cư M'gar"
"Xã Ea Tar","1","Huyện Cư M'gar"
"Xã Ea Tul","1","Huyện Cư M'gar"
"Xã Quảng Hiệp","1","Huyện Cư M'gar"
"Xã Quảng Tiến","1","Huyện Cư M'gar"
"Thị trấn Buôn Trấp","1","Huyện Krông Ana"
"Xã Băng A Drênh","1","Huyện Krông Ana"
"Xã Bình Hòa","1","Huyện Krông Ana"
"Xã Dray Sáp","1","Huyện Krông Ana"
"Xã Dur Kmăl","1","Huyện Krông Ana"
"Xã Ea Bông","1","Huyện Krông Ana"
"Xã Ea Na","1","Huyện Krông Ana"
"Xã Quảng Điền","1","Huyện Krông Ana"
"Thị trấn Thanh Bình","1","Huyện Thanh Bình"
"Xã An Phong","1","Huyện Thanh Bình"
"Xã Bình Thành","1","Huyện Thanh Bình"
"Xã Bình Tấn","1","Huyện Thanh Bình"
"Xã Phú Lợi","1","Huyện Thanh Bình"
"Xã Tân Bình","1","Huyện Thanh Bình"
"Xã Tân Hòa","1","Huyện Thanh Bình"
"Xã Tân Huề","1","Huyện Thanh Bình"
"Xã Tân Long","1","Huyện Thanh Bình"
"Xã Tân Mỹ","1","Huyện Thanh Bình"
"Xã Tân Phú","1","Huyện Thanh Bình"
"Xã Tân Quới","1","Huyện Thanh Bình"
"Xã Tân Thạnh","1","Huyện Thanh Bình"
"Thị trấn Lấp Vò","1","Huyện Lấp Vò"
"Xã Bình Thành","1","Huyện Lấp Vò"
"Xã Bình Thạnh Trung","1","Huyện Lấp Vò"
"Xã Định An","1","Huyện Lấp Vò"
"Xã Định Yên","1","Huyện Lấp Vò"
"Xã Hội An Đông","1","Huyện Lấp Vò"
"Xã Long Hưng A","1","Huyện Lấp Vò"
"Xã Long Hưng B","1","Huyện Lấp Vò"
"Xã Mỹ An Hưng A","1","Huyện Lấp Vò"
"Xã Mỹ An Hưng B","1","Huyện Lấp Vò"
"Xã Tân Khánh Trung","1","Huyện Lấp Vò"
"Xã Tân Mỹ","1","Huyện Lấp Vò"
"Xã Vĩnh Thạnh","1","Huyện Lấp Vò"
"Thị trấn Lai Vung","1","Huyện Lai Vung"
"Xã Định Hòa","1","Huyện Lai Vung"
"Xã  Hòa Long","1","Huyện Lai Vung"
"Xã Hòa Thành","1","Huyện Lai Vung"
"Xã Long Hậu","1","Huyện Lai Vung"
"Xã Long Thắng","1","Huyện Lai Vung"
"Xã Phong Hòa","1","Huyện Lai Vung"
"Xã Tân Dương","1","Huyện Lai Vung"
"Xã Tân Hòa","1","Huyện Lai Vung"
"Xã Tân Phước","1","Huyện Lai Vung"
"Xã Tân Thành","1","Huyện Lai Vung"
"Xã Vĩnh Thới","1","Huyện Lai Vung"
"Thị trấn Mỹ An","1","Huyện Tháp Mười"
"Xã Đốc Binh Kiều","1","Huyện Tháp Mười"
"Xã Hưng Thạnh","1","Huyện Tháp Mười"
"Xã Láng Biển","1","Huyện Tháp Mười"
"Xã Mỹ Đông","1","Huyện Tháp Mười"
"Xã Mỹ Hòa","1","Huyện Tháp Mười"
"Xã Mỹ Quý","1","Huyện Tháp Mười"
"Xã Phú Điền","1","Huyện Tháp Mười"
"Xã Tân Kiều","1","Huyện Tháp Mười"
"Xã Thạnh Lợi","1","Huyện Tháp Mười"
"Xã Thanh Mỹ","1","Huyện Tháp Mười"
"Xã Trường Xuân","1","Huyện Tháp Mười"
"Huyện Cao Lãnh","7","Đồng Tháp"
"Thị trấn Mỹ Thọ","1","Huyện Cao Lãnh"
"Xã An Bình","1","Huyện Cao Lãnh"
"Xã Ba Sao","1","Huyện Cao Lãnh"
"Xã Bình Hàng Tây","1","Huyện Cao Lãnh"
"Xã Bình Hàng Trung","1","Huyện Cao Lãnh"
"Xã Bình Thạnh","1","Huyện Cao Lãnh"
"Xã Gáo Giồng","1","Huyện Cao Lãnh"
"Xã Mỹ Hiệp","1","Huyện Cao Lãnh"
"Xã Mỹ Hội","1","Huyện Cao Lãnh"
"Xã Mỹ Long","1","Huyện Cao Lãnh"
" Xã Mỹ Thọ","1","Huyện Cao Lãnh"
"Xã Mỹ Xương","1","Huyện Cao Lãnh"
"Xã Nhị Mỹ","1","Huyện Cao Lãnh"
"Xã Phong Mỹ","1","Huyện Cao Lãnh"
"Xã Phương Thịnh","1","Huyện Cao Lãnh"
"Xã Phương Trà","1","Huyện Cao Lãnh"
"Xã Tân Hội Trung","1","Huyện Cao Lãnh"
"Xã Tân Nghĩa","1","Huyện Cao Lãnh"
"Xã Mỹ An","1","Huyện Tháp Mười"
"xã Hồng Thái Tây","1","Thị xã Đông Triều"
"xã Đông Quang","1","Huyện Đông Sơn"
"Xã Thanh Minh","7","Điện Biên"
"Xã Thanh Xương","7","Điện Biên"
"Xã Thanh Luông","7","Điện Biên"
"Xã Bình An","1","Huyện Bình Sơn"
"Xã Bình Chánh","1","Huyện Bình Sơn"
"Xã Bình Châu","1","Huyện Bình Sơn"
"Xã Bình Chương","1","Huyện Bình Sơn"
"Xã Bình Dương","1","Huyện Bình Sơn"
"Xã Bình Đông	","1","Huyện Bình Sơn"
"Xã Bình Hải","1","Huyện Bình Sơn"
"Xã Bình Hiệp","1","Huyện Bình Sơn"
"Xã Bình Hòa	","1","Huyện Bình Sơn"
"Xã Bình Khương","1","Huyện Bình Sơn"
"Xã Bình Long","1","Huyện Bình Sơn"
"Xã Bình Minh","1","Huyện Bình Sơn"
"Xã Bình Mỹ","1","Huyện Bình Sơn"
"Xã Bình Nguyên","1","Huyện Bình Sơn"
"Xã Bình Phú","1","Huyện Bình Sơn"
"Xã Bình Phước","1","Huyện Bình Sơn"
"Xã Bình Tân","1","Huyện Bình Sơn"
"Xã Bình Thanh Đông","1","Huyện Bình Sơn"
"Xã Bình Thanh Tây","1","Huyện Bình Sơn"
"Xã Bình Thạnh","1","Huyện Bình Sơn"
"Xã Bình Thới","1","Huyện Bình Sơn"
"Xã Bình Thuận","1","Huyện Bình Sơn"
"Xã Bình Trị","1","Huyện Bình Sơn"
"Xã Bình Trung","1","Huyện Bình Sơn"
"Xã Đức Lân","1","Huyện Mộ Đức"
"Xã Đức Phong","1","Huyện Mộ Đức"
"Xã Đức Tân","1","Huyện Mộ Đức"
"Xã Đức Hòa","1","Huyện Mộ Đức"
"Xã Đức Phú","1","Huyện Mộ Đức"
"Xã Đức Hiệp","1","Huyện Mộ Đức"
"Xã Đức Lợi","1","Huyện Mộ Đức"
"Xã Đức Chánh","1","Huyện Mộ Đức"
"Xã Đức Nhuận","1","Huyện Mộ Đức"
"Xã Đức Thắng","1","Huyện Mộ Đức"
"Xã Đức Thạnh","1","Huyện Mộ Đức"
"Xã Đức Minh","1","Huyện Mộ Đức"
"Xã Hành Tín Đông","1","Huyện Nghĩa Hành"
"Xã Hành Tín Tây","1","Huyện Nghĩa Hành"
"Xã Hành Thịnh","1","Huyện Nghĩa Hành"
